IP:Port,Loss,Latency
188.114.96.172:5956,0%,24.58
162.159.195.168:500,0%,24.58
162.159.192.92:943,0%,24.58
162.159.192.241:2506,0%,24.58
188.114.98.152:968,0%,24.58
188.114.99.15:928,0%,24.58
188.114.97.2:7559,0%,24.58
188.114.96.29:8319,0%,24.58
162.159.195.157:4233,0%,24.58
188.114.96.172:908,0%,24.58
188.114.98.131:880,0%,24.58
188.114.97.132:908,0%,24.58
188.114.98.43:859,0%,24.58
162.159.195.134:8886,0%,24.58
188.114.96.23:894,0%,24.58
188.114.99.173:7156,0%,24.58
162.159.192.82:1010,0%,24.58
188.114.97.214:988,0%,24.58
162.159.195.108:3854,0%,24.58
188.114.98.81:890,0%,24.58
188.114.98.252:2506,0%,24.59
188.114.99.116:1387,0%,24.59
162.159.192.11:955,0%,24.59
162.159.192.42:1002,0%,24.59
188.114.98.115:3854,0%,24.59
162.159.192.3:1014,0%,24.59
188.114.99.194:939,0%,24.59
188.114.97.49:7281,0%,24.59
162.159.195.15:1843,0%,24.59
162.159.192.122:8854,0%,24.59
188.114.99.137:939,0%,24.59
162.159.195.28:945,0%,24.59
162.159.192.17:1843,0%,24.59
188.114.96.190:2506,0%,24.59
162.159.195.30:908,0%,24.59
162.159.192.159:1701,0%,24.59
188.114.96.4:1018,0%,24.59
188.114.98.112:3138,0%,24.59
162.159.195.252:1014,0%,24.59
162.159.192.77:928,0%,24.59
162.159.192.106:880,0%,24.59
162.159.195.112:7152,0%,24.60
188.114.98.188:8854,0%,24.60
188.114.99.195:4198,0%,24.60
162.159.192.105:2506,0%,24.60
188.114.98.71:2371,0%,24.60
162.159.195.140:1070,0%,24.60
188.114.98.111:988,0%,24.60
188.114.97.111:1014,0%,24.60
188.114.96.133:3138,0%,24.60
188.114.96.3:946,0%,24.60
188.114.99.138:3581,0%,24.60
188.114.99.123:7152,0%,24.60
162.159.195.154:4198,0%,24.60
188.114.97.43:1002,0%,24.60
162.159.195.24:859,0%,24.60
162.159.192.23:2506,0%,24.61
188.114.98.18:955,0%,24.61
188.114.99.184:1018,0%,24.61
162.159.195.221:1180,0%,24.61
188.114.97.176:5279,0%,24.61
188.114.96.225:1010,0%,24.61
188.114.98.32:939,0%,24.61
188.114.98.187:8742,0%,24.61
188.114.98.164:1014,0%,24.61
162.159.192.39:878,0%,24.61
188.114.99.143:859,0%,24.61
162.159.192.230:1843,0%,24.61
162.159.192.121:928,0%,24.61
162.159.195.103:1014,0%,24.61
188.114.98.15:1014,0%,24.61
188.114.96.180:8886,0%,24.61
188.114.98.134:7281,0%,24.61
188.114.99.224:4198,0%,24.61
162.159.195.53:8742,0%,24.61
162.159.195.222:943,0%,24.61
188.114.96.47:891,0%,24.61
162.159.192.197:7152,0%,24.61
188.114.99.237:928,0%,24.61
188.114.98.56:955,0%,24.61
162.159.195.65:1074,0%,24.62
188.114.99.94:987,0%,24.62
188.114.98.97:878,0%,24.62
162.159.192.15:945,0%,24.62
162.159.192.246:854,0%,24.62
188.114.97.17:4500,0%,24.62
162.159.192.95:8742,0%,24.62
188.114.97.222:943,0%,24.62
188.114.97.77:1180,0%,24.62
188.114.96.192:880,0%,24.62
188.114.98.198:8854,0%,24.62
188.114.99.55:903,0%,24.62
162.159.195.48:908,0%,24.62
188.114.97.5:1018,0%,24.62
188.114.98.255:4500,0%,24.62
162.159.195.162:5279,0%,24.62
188.114.97.216:7156,0%,24.62
162.159.192.54:7281,0%,24.62
162.159.195.177:864,0%,24.62
188.114.96.194:1701,0%,24.62
188.114.98.202:500,0%,24.63
162.159.192.9:7103,0%,24.63
188.114.99.138:7156,0%,24.63
162.159.192.197:3138,0%,24.63
188.114.99.241:7103,0%,24.63
162.159.192.188:942,0%,24.63
188.114.97.87:1002,0%,24.63
162.159.195.117:939,0%,24.63
188.114.96.51:880,0%,24.63
188.114.97.87:934,0%,24.63
188.114.96.210:1018,0%,24.63
188.114.98.169:2408,0%,24.63
188.114.97.250:891,0%,24.63
188.114.98.66:1701,0%,24.64
162.159.195.10:4233,0%,24.64
162.159.195.171:878,0%,24.64
188.114.96.221:988,0%,24.64
162.159.192.117:880,0%,24.64
188.114.98.154:1180,0%,24.64
188.114.98.6:4177,0%,24.64
188.114.97.218:1074,0%,24.64
162.159.192.179:1018,0%,24.64
162.159.192.199:880,0%,24.64
162.159.192.76:5956,0%,24.64
162.159.192.237:1002,0%,24.64
188.114.97.209:8319,0%,24.64
162.159.192.152:988,0%,24.64
188.114.97.183:4500,0%,24.64
188.114.97.39:4198,0%,24.64
188.114.98.49:8319,0%,24.64
162.159.195.111:5279,0%,24.64
188.114.96.83:1074,0%,24.64
188.114.96.124:934,0%,24.64
162.159.195.252:880,0%,24.64
188.114.98.180:8742,0%,24.64
162.159.195.140:8742,0%,24.64
162.159.195.194:946,0%,24.65
188.114.99.99:903,0%,24.65
162.159.195.254:955,0%,24.65
162.159.192.176:5279,0%,24.65
188.114.96.108:1843,0%,24.65
162.159.195.4:987,0%,24.65
188.114.99.24:864,0%,24.65
162.159.195.249:2506,0%,24.65
162.159.195.77:7156,0%,24.65
162.159.195.57:939,0%,24.65
162.159.195.171:859,0%,24.65
188.114.98.37:7103,0%,24.65
188.114.96.9:4198,0%,24.65
188.114.96.153:878,0%,24.65
188.114.96.14:8886,0%,24.65
162.159.192.109:955,0%,24.65
162.159.192.229:955,0%,24.65
162.159.195.178:7103,0%,24.65
188.114.98.57:500,0%,24.66
188.114.96.3:8319,0%,24.66
162.159.195.46:894,0%,24.66
188.114.97.159:500,0%,24.66
162.159.195.6:2408,0%,24.66
162.159.195.12:894,0%,24.66
188.114.97.197:864,0%,24.66
188.114.96.174:942,0%,24.66
188.114.99.149:7559,0%,24.66
162.159.195.122:4177,0%,24.66
188.114.99.25:854,0%,24.66
188.114.98.127:3138,0%,24.66
162.159.195.79:7281,0%,24.66
162.159.192.31:3854,0%,24.66
162.159.192.47:955,0%,24.66
188.114.97.31:878,0%,24.66
188.114.98.149:987,0%,24.66
188.114.98.151:5956,0%,24.66
188.114.98.199:1074,0%,24.66
188.114.99.111:7559,0%,24.66
162.159.192.118:880,0%,24.67
162.159.195.143:3476,0%,24.67
162.159.192.202:4500,0%,24.67
162.159.195.217:903,0%,24.67
188.114.97.122:903,0%,24.67
162.159.192.153:2408,0%,24.67
188.114.97.120:8854,0%,24.67
188.114.98.73:7152,0%,24.67
188.114.98.66:5956,0%,24.67
162.159.192.159:4500,0%,24.67
162.159.192.4:3854,0%,24.68
162.159.192.41:1002,0%,24.68
188.114.99.224:500,0%,24.68
188.114.99.214:4177,0%,24.68
188.114.99.64:955,0%,24.68
188.114.99.40:7152,0%,24.68
162.159.192.66:864,0%,24.68
188.114.99.93:942,0%,24.68
188.114.96.15:4233,0%,24.68
188.114.97.253:7281,0%,24.68
188.114.96.98:878,0%,24.68
188.114.96.22:4177,0%,24.68
188.114.99.109:3476,0%,24.68
162.159.192.1:928,0%,24.68
188.114.97.187:890,0%,24.68
162.159.195.130:1387,0%,24.69
162.159.192.88:987,0%,24.69
188.114.96.35:4500,0%,24.69
188.114.96.71:1002,0%,24.69
188.114.98.21:5279,0%,24.69
188.114.99.132:945,0%,24.69
162.159.192.114:928,0%,24.69
188.114.96.118:946,0%,24.69
188.114.99.172:943,0%,24.69
162.159.192.96:1701,0%,24.69
188.114.98.9:7152,0%,24.69
162.159.192.222:955,0%,24.69
188.114.99.29:7559,0%,24.69
188.114.96.229:2408,0%,24.69
188.114.98.40:3138,0%,24.70
188.114.98.219:939,0%,24.70
188.114.96.231:880,0%,24.70
162.159.195.95:4198,0%,24.70
188.114.96.123:903,0%,24.70
188.114.98.237:3854,0%,24.70
162.159.192.151:934,0%,24.70
162.159.195.213:1014,0%,24.70
162.159.195.89:894,0%,24.70
188.114.99.14:859,0%,24.70
188.114.99.129:7103,0%,24.70
188.114.99.117:890,0%,24.70
188.114.97.17:1014,0%,24.70
162.159.195.125:934,0%,24.71
188.114.99.172:894,0%,24.71
162.159.195.183:955,0%,24.71
188.114.99.51:854,0%,24.71
188.114.99.116:3138,0%,24.71
188.114.96.57:1018,0%,24.71
188.114.97.70:8319,0%,24.71
188.114.98.97:1843,0%,24.71
188.114.97.67:939,0%,24.71
188.114.99.164:945,0%,24.71
188.114.99.74:943,0%,24.71
162.159.195.182:987,0%,24.71
162.159.195.194:1010,0%,24.71
188.114.99.249:880,0%,24.71
162.159.195.197:3138,0%,24.71
162.159.192.244:8854,0%,24.71
188.114.98.171:4198,0%,24.71
188.114.99.9:3476,0%,24.72
188.114.97.188:1002,0%,24.72
188.114.96.77:5956,0%,24.72
188.114.99.164:894,0%,24.72
162.159.195.218:4233,0%,24.72
162.159.195.150:1010,0%,24.72
162.159.192.148:1002,0%,24.72
188.114.96.218:859,0%,24.72
188.114.97.187:3581,0%,24.72
188.114.99.18:1002,0%,24.72
162.159.195.202:7559,0%,24.72
162.159.192.151:2408,0%,24.72
162.159.195.63:859,0%,24.72
162.159.195.70:3581,0%,24.72
162.159.192.225:1701,0%,24.72
162.159.192.51:894,0%,24.72
188.114.98.32:894,0%,24.72
188.114.99.227:8319,0%,24.72
162.159.192.253:7103,0%,24.72
188.114.98.150:943,0%,24.72
188.114.96.115:5956,0%,24.72
188.114.97.170:988,0%,24.73
188.114.97.129:3138,0%,24.73
162.159.195.218:968,0%,24.73
188.114.96.22:878,0%,24.73
162.159.192.182:1074,0%,24.73
188.114.97.168:7156,0%,24.73
162.159.192.231:955,0%,24.73
188.114.97.221:908,0%,24.73
188.114.97.98:1701,0%,24.73
162.159.192.246:7281,0%,24.73
188.114.96.214:987,0%,24.73
188.114.97.211:4177,0%,24.73
188.114.97.81:968,0%,24.73
188.114.97.83:968,0%,24.73
188.114.96.219:3581,0%,24.74
188.114.97.130:3138,0%,24.74
188.114.99.168:880,0%,24.74
162.159.192.93:1014,0%,24.74
162.159.192.218:988,0%,24.74
162.159.192.116:854,0%,24.74
188.114.97.126:859,0%,24.74
162.159.192.244:943,0%,24.74
188.114.96.50:903,0%,24.74
188.114.99.114:8886,0%,24.74
162.159.195.153:880,0%,24.74
188.114.96.44:1180,0%,24.74
188.114.98.32:864,0%,24.75
188.114.97.202:939,0%,24.75
188.114.99.56:8319,0%,24.75
162.159.192.193:891,0%,24.75
162.159.192.163:3581,0%,24.75
188.114.96.173:1701,0%,24.75
188.114.99.14:500,0%,24.75
162.159.195.130:2371,0%,24.75
188.114.96.1:945,0%,24.75
188.114.98.151:1070,0%,24.75
188.114.99.19:1010,0%,24.75
162.159.195.84:4198,0%,24.75
162.159.192.144:854,0%,24.75
162.159.192.42:891,0%,24.75
162.159.192.156:3854,0%,24.76
188.114.96.69:928,0%,24.76
188.114.96.19:1180,0%,24.76
162.159.192.237:1070,0%,24.76
188.114.98.226:8319,0%,24.76
188.114.98.184:880,0%,24.76
188.114.99.174:943,0%,24.76
162.159.192.252:7152,0%,24.76
162.159.192.69:1002,0%,24.76
188.114.96.100:3138,0%,24.76
188.114.99.192:928,0%,24.76
188.114.98.55:3581,0%,24.76
188.114.97.96:7559,0%,24.76
162.159.195.111:945,0%,24.77
188.114.98.122:1018,0%,24.77
188.114.97.9:988,0%,24.77
188.114.97.90:7103,0%,24.77
162.159.192.152:891,0%,24.77
188.114.98.202:7559,0%,24.77
188.114.98.136:3854,0%,24.77
188.114.98.114:7281,0%,24.77
188.114.98.159:987,0%,24.78
188.114.98.105:1701,0%,24.78
188.114.98.135:4233,0%,24.78
162.159.195.166:946,0%,24.78
188.114.97.39:7559,0%,24.78
188.114.96.120:864,0%,24.78
188.114.98.227:3854,0%,24.78
162.159.192.227:4198,0%,24.78
188.114.96.214:1180,0%,24.78
188.114.96.113:7281,0%,24.78
188.114.99.225:939,0%,24.78
162.159.195.188:7103,0%,24.79
188.114.99.250:880,0%,24.79
188.114.99.84:1002,0%,24.79
188.114.99.31:8742,0%,24.79
188.114.97.128:2371,0%,24.79
188.114.98.15:894,0%,24.79
188.114.98.201:894,0%,24.79
188.114.99.95:928,0%,24.79
188.114.98.88:8319,0%,24.79
188.114.97.44:955,0%,24.79
162.159.192.179:908,0%,24.79
188.114.97.90:2408,0%,24.79
162.159.195.84:854,0%,24.80
188.114.96.179:3138,0%,24.80
188.114.96.106:1180,0%,24.80
188.114.96.203:1843,0%,24.80
162.159.192.212:943,0%,24.80
188.114.97.134:1018,0%,24.80
162.159.192.78:864,0%,24.80
188.114.96.254:1010,0%,24.81
188.114.96.24:934,0%,24.81
188.114.99.191:5279,0%,24.81
188.114.97.36:1010,0%,24.81
188.114.97.186:1074,0%,24.81
188.114.98.3:7559,0%,24.81
162.159.195.148:2408,0%,24.81
188.114.99.210:7281,0%,24.81
188.114.99.115:903,0%,24.81
188.114.99.20:955,0%,24.81
188.114.99.163:2506,0%,24.81
188.114.99.150:4198,0%,24.81
188.114.97.192:968,0%,24.81
188.114.96.106:1387,0%,24.81
162.159.192.27:8854,0%,24.81
188.114.98.0:8886,0%,24.81
162.159.192.89:878,0%,24.82
188.114.98.145:4500,0%,24.82
188.114.99.47:3476,0%,24.82
188.114.99.179:8319,0%,24.82
188.114.96.113:987,0%,24.82
162.159.192.162:7152,0%,24.82
188.114.96.36:890,0%,24.82
188.114.99.38:988,0%,24.82
188.114.98.0:3854,0%,24.82
188.114.96.109:1701,0%,24.82
162.159.195.206:1014,0%,24.82
188.114.96.235:943,0%,24.82
188.114.97.82:4500,0%,24.82
188.114.97.105:1180,0%,24.83
162.159.195.164:891,0%,24.83
162.159.192.58:934,0%,24.83
188.114.96.124:7103,0%,24.83
162.159.192.129:945,0%,24.83
188.114.96.246:903,0%,24.83
162.159.195.213:1010,0%,24.83
188.114.98.25:1014,0%,24.83
188.114.98.33:500,0%,24.83
188.114.97.249:854,0%,24.83
188.114.99.101:500,0%,24.83
162.159.192.189:1074,0%,24.83
188.114.96.50:8854,0%,24.83
188.114.97.60:859,0%,24.83
162.159.192.130:945,0%,24.83
162.159.192.234:880,0%,24.83
188.114.98.16:928,0%,24.83
188.114.99.210:864,0%,24.84
188.114.98.6:908,0%,24.84
188.114.98.237:942,0%,24.84
188.114.99.61:5956,0%,24.84
162.159.195.192:1010,0%,24.84
162.159.195.188:4233,0%,24.84
188.114.98.116:5279,0%,24.84
162.159.192.64:908,0%,24.84
188.114.96.158:7559,0%,24.84
188.114.99.98:2371,0%,24.84
188.114.96.144:1843,0%,24.84
162.159.195.226:878,0%,24.84
162.159.195.181:1074,0%,24.84
162.159.192.20:7156,0%,24.84
162.159.195.49:4233,0%,24.84
188.114.96.101:8742,0%,24.85
188.114.98.175:1843,0%,24.85
162.159.195.85:928,0%,24.85
188.114.97.153:1070,0%,24.85
188.114.99.108:4198,0%,24.85
188.114.96.150:1701,0%,24.85
162.159.195.116:943,0%,24.85
188.114.98.221:943,0%,24.85
188.114.98.216:500,0%,24.85
188.114.99.187:1002,0%,24.85
188.114.96.195:894,0%,24.85
162.159.192.192:2408,0%,24.85
162.159.192.54:4500,0%,24.85
188.114.99.119:1387,0%,24.85
162.159.192.7:1180,0%,24.85
188.114.97.129:955,0%,24.86
188.114.97.197:7281,0%,24.86
162.159.192.253:988,0%,24.86
188.114.99.246:880,0%,24.86
188.114.99.172:8319,0%,24.86
162.159.192.170:891,0%,24.86
162.159.195.50:1014,0%,24.87
188.114.98.208:942,0%,24.87
188.114.96.10:1074,0%,24.87
188.114.99.16:945,0%,24.87
162.159.195.170:1074,0%,24.87
162.159.192.225:942,0%,24.87
162.159.192.17:878,0%,24.88
162.159.192.51:5956,0%,24.88
188.114.96.137:942,0%,24.88
162.159.195.13:928,0%,24.88
188.114.97.111:955,0%,24.88
188.114.99.43:5956,0%,24.88
188.114.96.139:8319,0%,24.88
188.114.98.137:2371,0%,24.88
162.159.195.184:7156,0%,24.88
162.159.195.180:8742,0%,24.88
188.114.97.23:859,0%,24.89
188.114.97.41:7156,0%,24.89
188.114.96.150:7152,0%,24.89
188.114.99.34:1014,0%,24.89
188.114.96.202:890,0%,24.89
188.114.97.231:908,0%,24.89
188.114.98.165:942,0%,24.89
188.114.97.108:4233,0%,24.89
188.114.98.60:854,0%,24.89
188.114.97.28:945,0%,24.89
162.159.195.67:5279,0%,24.89
162.159.192.184:1070,0%,24.89
162.159.195.143:864,0%,24.90
188.114.99.157:4198,0%,24.90
162.159.192.75:928,0%,24.90
162.159.192.40:8886,0%,24.90
188.114.98.69:4233,0%,24.90
188.114.96.151:3138,0%,24.90
188.114.96.217:1070,0%,24.90
188.114.97.84:8854,0%,24.90
162.159.195.104:1010,0%,24.90
188.114.98.145:1074,0%,24.90
188.114.96.206:4198,0%,24.90
162.159.195.146:988,0%,24.91
162.159.195.215:4198,0%,24.91
188.114.99.249:1180,0%,24.91
188.114.98.20:8854,0%,24.91
188.114.98.38:8319,0%,24.91
188.114.97.135:3476,0%,24.92
188.114.97.108:955,0%,24.92
162.159.192.96:8319,0%,24.92
188.114.99.239:8886,0%,24.92
162.159.192.138:1074,0%,24.92
188.114.97.152:4233,0%,24.92
188.114.99.11:1014,0%,24.92
162.159.192.175:2506,0%,24.92
188.114.96.202:3476,0%,24.93
188.114.98.65:4198,0%,24.93
188.114.96.206:928,0%,24.93
162.159.192.165:7559,0%,24.93
188.114.99.48:500,0%,24.93
188.114.97.28:934,0%,24.93
188.114.98.105:859,0%,24.93
188.114.99.229:934,0%,24.93
188.114.98.124:1002,0%,24.93
188.114.98.147:4233,0%,24.93
162.159.195.84:955,0%,24.93
162.159.195.22:8886,0%,24.93
162.159.195.206:955,0%,24.93
188.114.99.219:1014,0%,24.93
162.159.192.219:943,0%,24.94
162.159.195.238:968,0%,24.94
188.114.99.76:3476,0%,24.94
188.114.97.4:859,0%,24.94
162.159.195.96:4177,0%,24.94
188.114.99.245:2506,0%,24.94
162.159.195.54:4233,0%,24.94
188.114.99.185:3476,0%,24.94
188.114.96.105:4500,0%,24.94
162.159.192.43:1180,0%,24.94
188.114.97.158:1002,0%,24.94
162.159.195.54:987,0%,24.94
188.114.97.72:2408,0%,24.94
188.114.97.49:891,0%,24.94
188.114.96.211:8742,0%,24.95
188.114.98.96:880,0%,24.95
162.159.192.206:1180,0%,24.95
188.114.97.19:1701,0%,24.95
162.159.195.108:943,0%,24.95
188.114.98.88:1014,0%,24.95
188.114.97.243:8886,0%,24.95
188.114.98.90:934,0%,24.95
162.159.195.35:2371,0%,24.95
188.114.96.196:890,0%,24.95
188.114.99.202:891,0%,24.95
162.159.195.6:939,0%,24.95
188.114.98.79:2408,0%,24.95
162.159.195.9:890,0%,24.95
162.159.195.165:894,0%,24.95
162.159.192.87:1180,0%,24.95
188.114.99.126:988,0%,24.96
188.114.98.69:1701,0%,24.96
188.114.98.156:7559,0%,24.96
188.114.99.223:1010,0%,24.96
188.114.98.93:1018,0%,24.96
188.114.99.142:943,0%,24.96
188.114.97.237:3581,0%,24.96
188.114.99.47:5279,0%,24.97
162.159.195.173:7156,0%,24.97
188.114.98.243:1843,0%,24.97
162.159.192.27:500,0%,24.97
188.114.96.136:945,0%,24.97
162.159.192.108:8854,0%,24.97
162.159.195.39:928,0%,24.98
188.114.99.81:942,0%,24.98
162.159.192.163:7103,0%,24.98
188.114.99.85:943,0%,24.98
188.114.96.72:945,0%,24.98
188.114.99.144:7559,0%,24.98
188.114.96.172:988,0%,24.98
188.114.98.231:894,0%,24.98
188.114.96.207:3581,0%,24.98
188.114.96.73:908,0%,24.98
188.114.99.73:1010,0%,24.98
188.114.99.30:955,0%,24.98
162.159.192.151:878,0%,24.98
188.114.96.0:7152,0%,24.98
188.114.99.5:891,0%,24.99
188.114.97.170:890,0%,24.99
188.114.98.135:945,0%,24.99
162.159.192.227:880,0%,24.99
162.159.192.250:955,0%,24.99
188.114.97.85:2408,0%,24.99
188.114.99.139:928,0%,24.99
188.114.99.240:4177,0%,25.00
162.159.192.244:2371,0%,25.00
162.159.195.166:7281,0%,25.00
188.114.96.168:1014,0%,25.00
188.114.98.238:928,0%,25.00
188.114.98.108:939,0%,25.00
188.114.98.110:500,0%,25.00
162.159.195.147:7152,0%,25.00
162.159.195.238:1074,0%,25.00
188.114.97.23:903,0%,25.00
162.159.195.130:4500,0%,25.00
162.159.192.170:1180,0%,25.00
162.159.195.182:1018,0%,25.00
188.114.96.71:894,0%,25.00
162.159.192.242:1843,0%,25.00
188.114.97.205:1843,0%,25.01
188.114.96.187:4500,0%,25.01
188.114.98.0:943,0%,25.01
162.159.195.234:864,0%,25.01
162.159.192.136:7156,0%,25.01
188.114.99.149:878,0%,25.01
188.114.96.247:1010,0%,25.01
162.159.195.155:908,0%,25.01
188.114.97.223:8854,0%,25.01
162.159.195.110:890,0%,25.01
162.159.195.46:908,0%,25.01
188.114.98.241:968,0%,25.01
188.114.96.245:891,0%,25.01
162.159.192.76:890,0%,25.01
162.159.192.77:5956,0%,25.01
188.114.98.82:945,0%,25.01
188.114.98.141:7156,0%,25.01
188.114.98.243:1387,0%,25.01
188.114.99.158:4177,0%,25.01
188.114.98.218:8742,0%,25.02
188.114.97.154:878,0%,25.02
162.159.195.18:1010,0%,25.02
188.114.96.234:3138,0%,25.02
162.159.192.51:4233,0%,25.02
162.159.192.160:8319,0%,25.02
188.114.97.80:928,0%,25.02
188.114.97.231:7281,0%,25.02
188.114.99.232:7559,0%,25.02
162.159.192.63:5956,0%,25.02
188.114.97.14:943,0%,25.02
188.114.99.145:1180,0%,25.02
188.114.96.71:7281,0%,25.02
162.159.192.253:890,0%,25.02
188.114.99.141:854,0%,25.02
188.114.98.73:945,0%,25.02
188.114.97.36:894,0%,25.02
188.114.96.136:3581,0%,25.03
162.159.192.25:8886,0%,25.03
188.114.97.26:890,0%,25.03
162.159.192.163:1843,0%,25.03
188.114.96.211:1002,0%,25.03
162.159.192.55:7559,0%,25.03
162.159.195.246:946,0%,25.03
162.159.192.102:903,0%,25.03
188.114.96.231:988,0%,25.03
188.114.99.40:859,0%,25.03
188.114.99.133:1074,0%,25.03
162.159.192.23:942,0%,25.03
162.159.195.187:1018,0%,25.03
162.159.192.221:1180,0%,25.03
162.159.195.112:8886,0%,25.03
188.114.97.119:880,0%,25.03
162.159.195.185:1070,0%,25.04
188.114.97.44:3138,0%,25.04
188.114.99.95:7152,0%,25.04
162.159.195.163:2371,0%,25.04
188.114.96.137:8854,0%,25.04
162.159.195.183:500,0%,25.04
188.114.97.27:1002,0%,25.04
188.114.97.6:8742,0%,25.04
162.159.192.105:3581,0%,25.04
188.114.98.61:928,0%,25.04
188.114.99.243:2371,0%,25.04
188.114.96.208:8854,0%,25.04
188.114.97.226:4500,0%,25.05
188.114.97.214:7559,0%,25.05
188.114.96.159:945,0%,25.05
188.114.97.231:880,0%,25.05
188.114.98.14:859,0%,25.05
162.159.195.96:7156,0%,25.05
188.114.98.49:878,0%,25.05
188.114.98.38:3854,0%,25.05
188.114.96.5:890,0%,25.05
162.159.192.249:3581,0%,25.05
188.114.97.60:4500,0%,25.05
188.114.99.112:2506,0%,25.05
188.114.96.213:955,0%,25.05
188.114.99.100:7156,0%,25.05
162.159.195.161:7152,0%,25.05
188.114.96.193:942,0%,25.05
188.114.98.161:1843,0%,25.05
188.114.97.218:1018,0%,25.05
188.114.96.64:908,0%,25.05
188.114.97.18:7103,0%,25.05
188.114.99.55:3581,0%,25.06
188.114.98.181:7156,0%,25.06
188.114.99.227:7103,0%,25.06
162.159.192.249:1010,0%,25.06
188.114.97.250:1074,0%,25.06
188.114.99.59:7103,0%,25.06
162.159.195.217:4198,0%,25.06
188.114.98.1:3138,0%,25.06
188.114.96.82:2506,0%,25.06
162.159.192.247:891,0%,25.06
188.114.97.43:864,0%,25.06
188.114.97.138:7156,0%,25.06
162.159.195.155:1701,0%,25.06
162.159.192.76:8742,0%,25.06
162.159.192.186:854,0%,25.06
188.114.97.92:942,0%,25.06
162.159.192.28:943,0%,25.06
188.114.97.169:1018,0%,25.07
188.114.98.183:7559,0%,25.07
162.159.195.46:945,0%,25.07
188.114.97.51:854,0%,25.07
162.159.195.67:8886,0%,25.07
188.114.96.58:1070,0%,25.07
162.159.192.88:3854,0%,25.07
188.114.97.243:928,0%,25.07
188.114.98.209:2371,0%,25.07
188.114.96.214:943,0%,25.07
188.114.96.255:7156,0%,25.07
188.114.98.202:864,0%,25.07
188.114.98.17:891,0%,25.07
188.114.99.173:943,0%,25.07
188.114.96.34:946,0%,25.07
188.114.96.240:987,0%,25.07
188.114.97.214:4233,0%,25.07
162.159.195.20:3138,0%,25.07
162.159.195.211:8742,0%,25.08
162.159.192.169:4233,0%,25.08
188.114.98.193:928,0%,25.08
162.159.192.242:878,0%,25.08
188.114.96.36:955,0%,25.08
162.159.195.31:8854,0%,25.08
188.114.98.142:3854,0%,25.08
188.114.97.179:2408,0%,25.08
188.114.98.209:2408,0%,25.08
188.114.99.133:1701,0%,25.08
188.114.96.148:908,0%,25.08
162.159.195.15:8319,0%,25.08
162.159.192.133:7103,0%,25.08
188.114.98.30:7103,0%,25.08
188.114.97.171:854,0%,25.08
188.114.99.74:908,0%,25.08
188.114.98.118:1701,0%,25.08
188.114.97.226:7103,0%,25.09
188.114.99.207:8742,0%,25.09
188.114.98.173:943,0%,25.09
188.114.97.163:5279,0%,25.09
188.114.97.25:4500,0%,25.09
162.159.195.46:1018,0%,25.09
188.114.99.180:2408,0%,25.09
188.114.98.29:934,0%,25.09
188.114.98.121:7152,0%,25.09
188.114.99.232:2408,0%,25.09
162.159.192.96:903,0%,25.09
188.114.97.215:1074,0%,25.09
188.114.97.243:968,0%,25.09
188.114.99.44:987,0%,25.10
162.159.192.147:7281,0%,25.10
188.114.96.90:891,0%,25.10
188.114.99.71:1014,0%,25.10
188.114.98.183:3854,0%,25.10
188.114.97.253:891,0%,25.10
188.114.98.91:3854,0%,25.10
188.114.99.123:5956,0%,25.10
188.114.97.226:7156,0%,25.10
162.159.192.96:7103,0%,25.10
188.114.98.111:880,0%,25.10
162.159.195.14:890,0%,25.10
188.114.96.241:1070,0%,25.10
188.114.96.202:987,0%,25.10
188.114.99.122:3476,0%,25.11
188.114.96.155:1002,0%,25.11
188.114.98.244:4500,0%,25.11
188.114.96.159:859,0%,25.11
188.114.97.248:859,0%,25.11
188.114.96.165:955,0%,25.11
188.114.98.211:5956,0%,25.11
162.159.195.135:988,0%,25.11
188.114.99.213:943,0%,25.11
162.159.192.29:890,0%,25.11
162.159.195.102:7559,0%,25.11
162.159.195.128:2506,0%,25.11
162.159.192.188:7156,0%,25.11
162.159.192.47:3138,0%,25.12
188.114.99.135:1070,0%,25.12
188.114.99.76:988,0%,25.12
162.159.192.109:8886,0%,25.12
188.114.96.79:7156,0%,25.12
162.159.195.171:4198,0%,25.12
162.159.192.104:908,0%,25.12
188.114.97.112:1070,0%,25.12
188.114.96.0:8319,0%,25.12
188.114.98.156:968,0%,25.12
188.114.96.108:2371,0%,25.12
188.114.98.117:3854,0%,25.12
188.114.98.84:8886,0%,25.12
162.159.195.149:1002,0%,25.12
188.114.97.53:1701,0%,25.12
188.114.98.87:3476,0%,25.12
162.159.195.210:4500,0%,25.12
188.114.97.168:854,0%,25.12
162.159.195.78:3581,0%,25.12
188.114.96.178:4198,0%,25.12
188.114.99.200:878,0%,25.13
188.114.99.140:1014,0%,25.13
188.114.96.203:946,0%,25.13
188.114.96.158:987,0%,25.13
188.114.97.229:1843,0%,25.13
162.159.195.67:3581,0%,25.13
188.114.96.172:864,0%,25.13
188.114.96.223:5279,0%,25.13
162.159.192.92:7103,0%,25.13
188.114.97.62:894,0%,25.13
188.114.96.170:1180,0%,25.13
188.114.96.147:988,0%,25.13
188.114.97.123:880,0%,25.13
162.159.192.10:987,0%,25.13
162.159.192.104:7103,0%,25.13
188.114.96.140:891,0%,25.14
188.114.97.111:3581,0%,25.14
